carId, speed, brake, lap time, track position, RPM, lap count 
0,0.0,0.0,0,0.0,0.0,0
1,0.0,0.0,0,0.0,0.0,0
0,2.590895462617482e-07,1.0,0,0.9964627623558044,4000.442138671875,0
1,4.085767795913853e-05,0.8499985933303833,0,0.9944997429847717,4000.442138671875,0
0,0.00016373307153116912,1.0,0,0.9964627623558044,4000.38720703125,0
1,4.052125586895272e-05,0.8499985933303833,0,0.9944997429847717,4000.38720703125,0
0,1.3046307685726788e-05,1.0,0,0.9964627623558044,4000.201171875,0
1,3.5018674680031836e-05,0.8499985933303833,0,0.9944997429847717,4000.201171875,0
0,1.858008181443438e-05,1.0,0,0.9964627623558044,4000.14306640625,0
1,3.398642365937121e-05,0.8499985933303833,0,0.9944997429847717,4000.14306640625,0
0,1.1971146705036517e-06,1.0,0,0.9964627623558044,4000.04833984375,0
1,3.234074029023759e-05,0.8499985933303833,0,0.9944997429847717,4000.04833984375,0
0,1.425272330379812e-06,1.0,0,0.9964627623558044,4000.044189453125,0
1,3.3285290555795655e-05,0.8499985933303833,0,0.9944997429847717,4000.044189453125,0
0,6.888095782642267e-08,1.0,0,0.9964627623558044,4000.038818359375,0
1,3.278542135376483e-05,0.8499985933303833,0,0.9944997429847717,4000.038818359375,0
0,7.161489747886662e-07,1.0,0,0.9964627623558044,4000.03564453125,0
1,3.255350748077035e-05,0.8499985933303833,0,0.9944997429847717,4000.03564453125,0
0,1.0425488881082856e-06,1.0,0,0.9964627623558044,4000.0322265625,0
1,3.298015144537203e-05,0.8499985933303833,0,0.9944997429847717,4000.0322265625,0
0,4.413844294504088e-07,1.0,0,0.9964627623558044,4000.024169921875,0
1,3.235267286072485e-05,0.8499985933303833,0,0.9944997429847717,4000.024169921875,0
0,1.1504975105935955e-07,1.0,0,0.9964627623558044,4000.02099609375,0
1,3.3066244213841856e-05,0.8499985933303833,0,0.9944997429847717,4000.02099609375,0
0,2.0785162746506103e-07,1.0,0,0.9964627623558044,4000.0185546875,0
1,3.2869353162823245e-05,0.8499985933303833,0,0.9944997429847717,4000.0185546875,0
0,7.392371230707795e-07,1.0,0,0.9964627623558044,4000.014892578125,0
1,3.300979733467102e-05,0.8499985933303833,0,0.9944997429847717,4000.014892578125,0
0,4.4313787839200813e-07,1.0,0,0.9964627623558044,4000.01318359375,0
1,3.2937303330982104e-05,0.8499985933303833,0,0.9944997429847717,4000.01318359375,0
0,1.9324443201185204e-07,1.0,0,0.9964627623558044,4000.0126953125,0
1,3.3108750358223915e-05,0.8499985933303833,0,0.9944997429847717,4000.0126953125,0
0,7.115563960269355e-08,1.0,0,0.9964627623558044,4000.01171875,0
1,3.237012788304128e-05,0.8499985933303833,0,0.9944997429847717,4000.01171875,0
0,1.2845284800278023e-06,1.0,0,0.9964627623558044,4000.01123046875,0
1,3.308562372694723e-05,0.8499985933303833,0,0.9944997429847717,4000.01123046875,0
0,9.812805501496769e-08,1.0,0,0.9964627623558044,4000.010009765625,0
1,3.233113602618687e-05,0.8499985933303833,0,0.9944997429847717,4000.010009765625,0
0,5.845523105563188e-07,1.0,0,0.9964627623558044,4000.009033203125,0
1,3.3183918276336044e-05,0.8499985933303833,0,0.9944997429847717,4000.009033203125,0
0,8.268858664450818e-07,1.0,0,0.9964627623558044,4000.007568359375,0
1,3.313185152364895e-05,0.8499985933303833,0,0.9944997429847717,4000.007568359375,0
0,1.0070422717944894e-07,1.0,0,0.9964627623558044,4000.007080078125,0
1,3.247769927838817e-05,0.8499985933303833,0,0.9944997429847717,4000.007080078125,0
0,4.467401026886364e-07,1.0,0,0.9964627623558044,4000.0068359375,0
1,3.317152368254028e-05,0.8499985933303833,0,0.9944997429847717,4000.0068359375,0
0,4.6505374484695494e-07,1.0,0,0.9964627623558044,4000.005859375,0
1,3.333068889332935e-05,0.8499985933303833,0,0.9944997429847717,4000.005859375,0
0,6.316483336377132e-07,1.0,0,0.9964627623558044,4000.0048828125,0
1,3.2292813557432964e-05,0.8499985933303833,0,0.9944997429847717,4000.0048828125,0
0,2.7235762445343425e-07,1.0,0,0.9964627623558044,4000.00439453125,0
1,3.2427284168079495e-05,0.8499985933303833,0,0.9944997429847717,4000.00439453125,0
0,1.1791750011980184e-06,1.0,0,0.9964627623558044,4000.00390625,0
1,3.268099681008607e-05,0.8499985933303833,0,0.9944997429847717,4000.00390625,0
0,7.369511649812921e-07,1.0,0,0.9964627623558044,4000.00390625,0
1,3.270665547461249e-05,0.8499985933303833,0,0.9944997429847717,4000.00390625,0
0,3.4544495974841993e-07,1.0,0,0.9964627623558044,4000.00341796875,0
1,3.247149652452208e-05,0.8499985933303833,0,0.9944997429847717,4000.00341796875,0
0,4.298219664633507e-07,1.0,0,0.9964627623558044,4000.00341796875,0
1,3.280898090451956e-05,0.8499985933303833,0,0.9944997429847717,4000.00341796875,0
0,2.1491581492227851e-07,1.0,0,0.9964627623558044,4000.0029296875,0
1,3.2707761420169845e-05,0.8499985933303833,0,0.9944997429847717,4000.0029296875,0
0,3.0266025419223297e-07,1.0,0,0.9964627623558044,4000.002685546875,0
1,3.278393342043273e-05,0.8499985933303833,0,0.9944997429847717,4000.002685546875,0
0,3.584562193736929e-07,1.0,0,0.9964627623558044,4000.002685546875,0
1,3.233354436815716e-05,0.8499985933303833,0,0.9944997429847717,4000.002685546875,0
0,2.4134416776178114e-07,1.0,0,0.9964627623558044,4000.002197265625,0
1,3.220401413273066e-05,0.8499985933303833,0,0.9944997429847717,4000.002197265625,0
0,4.279242205029732e-07,1.0,0,0.9964627623558044,4000.001708984375,0
