carId, speed, brake, lap time, track position, RPM, lap count 
0,0.0,0.0,0,0.0,0.0,0
1,0.0,0.0,0,0.0,0.0,0
0,0.01755557954311371,1.0,0,0.9964627623558044,766.3316650390625,0
1,0.0332118421792984,0.7460246086120605,0,0.9944997429847717,766.3316650390625,0
0,0.0019451403059065342,1.0,0,0.9964627623558044,916.7332153320312,0
1,0.02415878139436245,0.7683764696121216,0,0.9944997429847717,916.7332153320312,0
0,8.178002462955192e-05,1.0,0,0.9964627623558044,1783.3326416015625,0
1,0.0006759048555977643,0.8440974950790405,0,0.9944997429847717,1783.3326416015625,0
0,9.265480912290514e-05,1.0,0,0.9964627623558044,1876.438232421875,0
1,0.0007119045476429164,0.8446680307388306,0,0.9944997429847717,1876.438232421875,0
0,2.6110257749678567e-05,1.0,0,0.9964627623558044,2198.727294921875,0
1,5.7919729442801327e-05,0.8481713533401489,0,0.9944997429847717,2198.727294921875,0
0,5.866895207873313e-06,1.0,0,0.9964627623558044,2256.02294921875,0
1,5.640170638798736e-05,0.8482349514961243,0,0.9944997429847717,2256.02294921875,0
0,7.001858193689259e-06,1.0,0,0.9964627623558044,2384.93896484375,0
1,5.344489909475669e-05,0.8486101031303406,0,0.9944997429847717,2384.93896484375,0
0,4.850615368923172e-06,1.0,0,0.9964627623558044,2606.9599609375,0
1,4.931266812491231e-05,0.8493539690971375,0,0.9944997429847717,2606.9599609375,0
0,1.6735804138079402e-06,1.0,0,0.9964627623558044,2692.90380859375,0
1,4.809941310668364e-05,0.8494213819503784,0,0.9944997429847717,2692.90380859375,0
0,4.639983686161031e-08,1.0,0,0.9964627623558044,2778.847412109375,0
1,4.6799948904663324e-05,0.8495079278945923,0,0.9944997429847717,2778.847412109375,0
0,2.3634643753212004e-07,1.0,0,0.9964627623558044,2965.058837890625,0
1,4.480353891267441e-05,0.8497247099876404,0,0.9944997429847717,2965.058837890625,0
0,1.6036314036682597e-06,1.0,0,0.9964627623558044,3179.918212890625,0
1,4.31796615885105e-05,0.8498557806015015,0,0.9944997429847717,3179.918212890625,0
0,7.51178390601126e-07,1.0,0,0.9964627623558044,3516.53125,0
1,4.058591366629116e-05,0.8499556183815002,0,0.9944997429847717,3516.53125,0
0,4.732642366889195e-07,1.0,0,0.9964627623558044,3674.0947265625,0
1,4.058297417941503e-05,0.8499658107757568,0,0.9944997429847717,3674.0947265625,0
0,5.876427167095244e-07,1.0,0,0.9964627623558044,3724.228515625,0
1,4.00386234105099e-05,0.849967896938324,0,0.9944997429847717,3724.228515625,0
0,3.519728295486857e-07,1.0,0,0.9964627623558044,3795.848388671875,0
1,3.9609643863514066e-05,0.8499716520309448,0,0.9944997429847717,3795.848388671875,0
0,2.4803810561024875e-07,1.0,0,0.9964627623558044,3931.92578125,0
1,3.994220605818555e-05,0.8499799370765686,0,0.9944997429847717,3931.92578125,0
0,4.433468916431593e-07,1.0,0,0.9964627623558044,4003.32421875,0
1,3.887818456860259e-05,0.8499863147735596,0,0.9944997429847717,4003.32421875,0
0,1.5427227140207833e-07,1.0,0,0.9964627623558044,4002.56689453125,0
1,3.904754339600913e-05,0.8499959111213684,0,0.9944997429847717,4002.56689453125,0
0,6.221189892130496e-07,1.0,0,0.9964627623558044,4002.284912109375,0
1,3.8771890103816986e-05,0.8499965071678162,0,0.9944997429847717,4002.284912109375,0
0,6.683611672997358e-07,1.0,0,0.9964627623558044,4002.212646484375,0
1,3.818222103291191e-05,0.8499966263771057,0,0.9944997429847717,4002.212646484375,0
0,4.569903921947116e-07,1.0,0,0.9964627623558044,4002.0341796875,0
1,3.866576298605651e-05,0.8499971628189087,0,0.9944997429847717,4002.0341796875,0
0,7.008027580468479e-08,1.0,0,0.9964627623558044,4001.654296875,0
1,3.8004851376172155e-05,0.8499985337257385,0,0.9944997429847717,4001.654296875,0
0,7.996461022230505e-07,1.0,0,0.9964627623558044,4001.57080078125,0
1,3.8282178138615564e-05,0.8499985337257385,0,0.9944997429847717,4001.57080078125,0
0,4.155371584602108e-07,1.0,0,0.9964627623558044,4001.482177734375,0
1,3.8399499317165464e-05,0.8499985337257385,0,0.9944997429847717,4001.482177734375,0
0,5.84432200412266e-07,1.0,0,0.9964627623558044,4001.38916015625,0
1,3.7936679291306064e-05,0.8499985337257385,0,0.9944997429847717,4001.38916015625,0
0,1.2382190561766038e-07,1.0,0,0.9964627623558044,4001.328369140625,0
1,3.836910764221102e-05,0.8499985337257385,0,0.9944997429847717,4001.328369140625,0
0,1.7244164496332814e-07,1.0,0,0.9964627623558044,4001.269287109375,0
1,3.813426519627683e-05,0.8499985337257385,0,0.9944997429847717,4001.269287109375,0
0,2.467104707193357e-07,1.0,0,0.9964627623558044,4001.197265625,0
1,3.80752062483225e-05,0.8499985337257385,0,0.9944997429847717,4001.197265625,0
0,6.009545927554427e-07,1.0,0,0.9964627623558044,4001.152099609375,0
1,3.825886233244091e-05,0.8499985337257385,0,0.9944997429847717,4001.152099609375,0
0,4.922181346955767e-07,1.0,0,0.9964627623558044,4001.05224609375,0
1,3.8353839045157656e-05,0.8499985337257385,0,0.9944997429847717,4001.05224609375,0
0,5.704289947061625e-07,1.0,0,0.9964627623558044,4000.9990234375,0
1,3.760923937079497e-05,0.8499985337257385,0,0.9944997429847717,4000.9990234375,0
0,3.0520394034283527e-07,1.0,0,0.9964627623558044,4000.967529296875,0
1,3.8018635677872226e-05,0.8499985337257385,0,0.9944997429847717,4000.967529296875,0
0,6.242777885745454e-07,1.0,0,0.9964627623558044,4000.930908203125,0
