carId, speed, brake, lap time, track position, RPM, lap count 
0,0.0,0.0,0,0.0,0.0,0
1,0.0,0.0,0,0.0,0.0,0
0,2.5444178390898742e-05,1.0,0,0.9964627623558044,4002.52294921875,0
1,8.391594747081399e-05,0.8499959707260132,0,0.9944997429847717,4002.52294921875,0
0,5.722486457671039e-05,1.0,0,0.9964627623558044,4002.065185546875,0
1,7.922734221210703e-05,0.8499976396560669,0,0.9944997429847717,4002.065185546875,0
0,1.2274263099243399e-05,1.0,0,0.9964627623558044,4000.978515625,0
1,4.6582641516579315e-05,0.8499985933303833,0,0.9944997429847717,4000.978515625,0
0,3.7230603311400046e-07,1.0,0,0.9964627623558044,4000.719970703125,0
1,4.012246790807694e-05,0.8499985933303833,0,0.9944997429847717,4000.719970703125,0
0,2.3475722343846428e-07,1.0,0,0.9964627623558044,4000.302490234375,0
1,3.4496835723984987e-05,0.8499985933303833,0,0.9944997429847717,4000.302490234375,0
0,1.1884620789714972e-06,1.0,0,0.9964627623558044,4000.26318359375,0
1,3.4206117561552674e-05,0.8499985933303833,0,0.9944997429847717,4000.26318359375,0
0,4.0000904277803784e-07,1.0,0,0.9964627623558044,4000.2314453125,0
1,3.34938958985731e-05,0.8499985933303833,0,0.9944997429847717,4000.2314453125,0
0,2.968762089494703e-07,1.0,0,0.9964627623558044,4000.215087890625,0
1,3.38399077008944e-05,0.8499985933303833,0,0.9944997429847717,4000.215087890625,0
0,5.301999976836669e-07,1.0,0,0.9964627623558044,4000.185791015625,0
1,3.3262913348153234e-05,0.8499985933303833,0,0.9944997429847717,4000.185791015625,0
0,6.607785962842172e-07,1.0,0,0.9964627623558044,4000.14306640625,0
1,3.291868415544741e-05,0.8499985933303833,0,0.9944997429847717,4000.14306640625,0
0,5.06481967477157e-07,1.0,0,0.9964627623558044,4000.112548828125,0
1,3.300845855847001e-05,0.8499985933303833,0,0.9944997429847717,4000.112548828125,0
0,1.0186599865846802e-06,1.0,0,0.9964627623558044,4000.103271484375,0
1,3.225378168281168e-05,0.8499985933303833,0,0.9944997429847717,4000.103271484375,0
0,1.6597256546901917e-07,1.0,0,0.9964627623558044,4000.0927734375,0
1,3.3234304282814264e-05,0.8499985933303833,0,0.9944997429847717,4000.0927734375,0
0,7.694223569387759e-08,1.0,0,0.9964627623558044,4000.0849609375,0
