carId, speed, brake, lap time, track position, RPM, lap count 
0,0.0,0.0,0,0.0,0.0,0
1,0.0,0.0,0,0.0,0.0,0
0,0.04776429012417793,1.0,0,0.9964627623558044,572.958251953125,0
1,0.0538824200630188,0.6705983877182007,0,0.9944997429847717,572.958251953125,0
0,0.002653508447110653,1.0,0,0.9964627623558044,658.9019775390625,0
1,0.07022789865732193,0.6853687167167664,0,0.9944997429847717,658.9019775390625,0
0,0.0022251226473599672,1.0,0,0.9964627623558044,1210.3743896484375,0
1,0.0069245388731360435,0.8202869892120361,0,0.9944997429847717,1210.3743896484375,0
0,0.001432164222933352,1.0,0,0.9964627623558044,1303.47998046875,0
1,0.002712742891162634,0.8232097625732422,0,0.9944997429847717,1303.47998046875,0
0,0.00010361393651692197,1.0,0,0.9964627623558044,1597.12109375,0
1,0.0019728774204850197,0.8400195240974426,0,0.9944997429847717,1597.12109375,0
0,0.0003270719316788018,1.0,0,0.9964627623558044,1668.740966796875,0
1,0.001306551625020802,0.8405375480651855,0,0.9944997429847717,1668.740966796875,0
0,8.415932097705081e-05,1.0,0,0.9964627623558044,1783.3326416015625,0
1,0.0006832422805018723,0.8422955274581909,0,0.9944997429847717,1783.3326416015625,0
0,5.821087324875407e-05,1.0,0,0.9964627623558044,1969.5439453125,0
1,8.181415614672005e-05,0.845572292804718,0,0.9944997429847717,1969.5439453125,0
0,1.5934179828036577e-05,1.0,0,0.9964627623558044,2012.515869140625,0
1,6.610070704482496e-05,0.8458088040351868,0,0.9944997429847717,2012.515869140625,0
0,3.867397754220292e-05,1.0,0,0.9964627623558044,2134.26953125,0
1,5.97366743022576e-05,0.8468605279922485,0,0.9944997429847717,2134.26953125,0
0,4.863540652877418e-06,1.0,0,0.9964627623558044,2313.319091796875,0
1,5.558797420235351e-05,0.8482288718223572,0,0.9944997429847717,2313.319091796875,0
0,7.304058158297266e-07,1.0,0,0.9964627623558044,2499.530517578125,0
1,5.243667692411691e-05,0.848996102809906,0,0.9944997429847717,2499.530517578125,0
0,5.832667966387817e-07,1.0,0,0.9964627623558044,2914.925048828125,0
1,4.6023862523725256e-05,0.8497575521469116,0,0.9944997429847717,2914.925048828125,0
0,1.2705125129741646e-07,1.0,0,0.9964627623558044,3086.8125,0
1,4.4491058361018077e-05,0.8498275876045227,0,0.9944997429847717,3086.8125,0
